Comunidad autónoma de residencia;Tipo de destino;Concepto turístico;Tipo de dato;Periodo;Total
18 Ceuta;Dentro de la Comunidad Autónoma;Gasto medio por persona;Valor absoluto;2016;..
18 Ceuta;Dentro de la Comunidad Autónoma;Gasto medio por persona;Valor absoluto;2015;..
18 Ceuta;Dentro de la Comunidad Autónoma;Gasto medio por persona;Distribución porcentual;2021;""
18 Ceuta;Dentro de la Comunidad Autónoma;Gasto medio por persona;Distribución porcentual;2020;""
18 Ceuta;Dentro de la Comunidad Autónoma;Gasto medio por persona;Distribución porcentual;2019;""
18 Ceuta;Dentro de la Comunidad Autónoma;Gasto medio por persona;Distribución porcentual;2018;""
18 Ceuta;Dentro de la Comunidad Autónoma;Gasto medio por persona;Distribución porcentual;2017;""
18 Ceuta;Dentro de la Comunidad Autónoma;Gasto medio por persona;Distribución porcentual;2016;""
18 Ceuta;Dentro de la Comunidad Autónoma;Gasto medio por persona;Distribución porcentual;2015;""
18 Ceuta;Dentro de la Comunidad Autónoma;Gasto medio por persona;Variación anual;2021;..
18 Ceuta;Dentro de la Comunidad Autónoma;Gasto medio por persona;Variación anual;2020;..
18 Ceuta;Dentro de la Comunidad Autónoma;Gasto medio por persona;Variación anual;2019;..
18 Ceuta;Dentro de la Comunidad Autónoma;Gasto medio por persona;Variación anual;2018;..
18 Ceuta;Dentro de la Comunidad Autónoma;Gasto medio por persona;Variación anual;2017;..
18 Ceuta;Dentro de la Comunidad Autónoma;Gasto medio por persona;Variación anual;2016;..
18 Ceuta;Dentro de la Comunidad Autónoma;Gasto medio por persona;Variación anual;2015;""
18 Ceuta;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Valor absoluto;2021;..
18 Ceuta;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Valor absoluto;2020;..
18 Ceuta;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Valor absoluto;2019;..
18 Ceuta;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Valor absoluto;2018;..
18 Ceuta;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Valor absoluto;2017;..
18 Ceuta;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Valor absoluto;2016;..
18 Ceuta;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Valor absoluto;2015;..
18 Ceuta;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Distribución porcentual;2021;""
18 Ceuta;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Distribución porcentual;2020;""
18 Ceuta;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Distribución porcentual;2019;""
18 Ceuta;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Distribución porcentual;2018;""
18 Ceuta;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Distribución porcentual;2017;""
18 Ceuta;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Distribución porcentual;2016;""
18 Ceuta;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Distribución porcentual;2015;""
18 Ceuta;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Variación anual;2021;..
18 Ceuta;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Variación anual;2020;..
18 Ceuta;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Variación anual;2019;..
18 Ceuta;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Variación anual;2018;..
18 Ceuta;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Variación anual;2017;..
18 Ceuta;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Variación anual;2016;..
18 Ceuta;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Variación anual;2015;""
18 Ceuta;A otra Comunidad Autónoma;Viajes;Valor absoluto;2021;180.788
18 Ceuta;A otra Comunidad Autónoma;Viajes;Valor absoluto;2020;100.776
18 Ceuta;A otra Comunidad Autónoma;Viajes;Valor absoluto;2019;210.828
18 Ceuta;A otra Comunidad Autónoma;Viajes;Valor absoluto;2018;201.668
18 Ceuta;A otra Comunidad Autónoma;Viajes;Valor absoluto;2017;214.501
18 Ceuta;A otra Comunidad Autónoma;Viajes;Valor absoluto;2016;267.244
18 Ceuta;A otra Comunidad Autónoma;Viajes;Valor absoluto;2015;241.774
18 Ceuta;A otra Comunidad Autónoma;Viajes;Distribución porcentual;2021;100,0
18 Ceuta;A otra Comunidad Autónoma;Viajes;Distribución porcentual;2020;100,0
18 Ceuta;A otra Comunidad Autónoma;Viajes;Distribución porcentual;2019;100,0
18 Ceuta;A otra Comunidad Autónoma;Viajes;Distribución porcentual;2018;100,0
18 Ceuta;A otra Comunidad Autónoma;Viajes;Distribución porcentual;2017;100,0
18 Ceuta;A otra Comunidad Autónoma;Viajes;Distribución porcentual;2016;100,0
18 Ceuta;A otra Comunidad Autónoma;Viajes;Distribución porcentual;2015;100,0
18 Ceuta;A otra Comunidad Autónoma;Viajes;Variación anual;2021;79,40
18 Ceuta;A otra Comunidad Autónoma;Viajes;Variación anual;2020;-52,20
18 Ceuta;A otra Comunidad Autónoma;Viajes;Variación anual;2019;4,54
18 Ceuta;A otra Comunidad Autónoma;Viajes;Variación anual;2018;-5,98
18 Ceuta;A otra Comunidad Autónoma;Viajes;Variación anual;2017;-19,74
18 Ceuta;A otra Comunidad Autónoma;Viajes;Variación anual;2016;10,53
18 Ceuta;A otra Comunidad Autónoma;Viajes;Variación anual;2015;""
18 Ceuta;A otra Comunidad Autónoma;Duración media de los viajes;Valor absoluto;2021;5,36
18 Ceuta;A otra Comunidad Autónoma;Duración media de los viajes;Valor absoluto;2020;6,43
18 Ceuta;A otra Comunidad Autónoma;Duración media de los viajes;Valor absoluto;2019;5,31
18 Ceuta;A otra Comunidad Autónoma;Duración media de los viajes;Valor absoluto;2018;5,38
18 Ceuta;A otra Comunidad Autónoma;Duración media de los viajes;Valor absoluto;2017;5,87
18 Ceuta;A otra Comunidad Autónoma;Duración media de los viajes;Valor absoluto;2016;4,72
18 Ceuta;A otra Comunidad Autónoma;Duración media de los viajes;Valor absoluto;2015;5,45
18 Ceuta;A otra Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2021;""
18 Ceuta;A otra Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2020;""
18 Ceuta;A otra Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2019;""
18 Ceuta;A otra Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2018;""
18 Ceuta;A otra Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2017;""
18 Ceuta;A otra Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2016;""
18 Ceuta;A otra Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2015;""
18 Ceuta;A otra Comunidad Autónoma;Duración media de los viajes;Variación anual;2021;-16,72
18 Ceuta;A otra Comunidad Autónoma;Duración media de los viajes;Variación anual;2020;21,09
18 Ceuta;A otra Comunidad Autónoma;Duración media de los viajes;Variación anual;2019;-1,29
18 Ceuta;A otra Comunidad Autónoma;Duración media de los viajes;Variación anual;2018;-8,28
18 Ceuta;A otra Comunidad Autónoma;Duración media de los viajes;Variación anual;2017;24,39
18 Ceuta;A otra Comunidad Autónoma;Duración media de los viajes;Variación anual;2016;-13,46
18 Ceuta;A otra Comunidad Autónoma;Duración media de los viajes;Variación anual;2015;""
18 Ceuta;A otra Comunidad Autónoma;Pernoctaciones;Valor absoluto;2021;968.283
18 Ceuta;A otra Comunidad Autónoma;Pernoctaciones;Valor absoluto;2020;648.133
18 Ceuta;A otra Comunidad Autónoma;Pernoctaciones;Valor absoluto;2019;1.119.764
18 Ceuta;A otra Comunidad Autónoma;Pernoctaciones;Valor absoluto;2018;1.085.058
18 Ceuta;A otra Comunidad Autónoma;Pernoctaciones;Valor absoluto;2017;1.258.344
18 Ceuta;A otra Comunidad Autónoma;Pernoctaciones;Valor absoluto;2016;1.260.311
18 Ceuta;A otra Comunidad Autónoma;Pernoctaciones;Valor absoluto;2015;1.317.469
18 Ceuta;A otra Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2021;100,0
18 Ceuta;A otra Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2020;100,0
18 Ceuta;A otra Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2019;100,0
18 Ceuta;A otra Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2018;100,0
18 Ceuta;A otra Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2017;100,0
18 Ceuta;A otra Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2016;100,0
18 Ceuta;A otra Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2015;100,0
18 Ceuta;A otra Comunidad Autónoma;Pernoctaciones;Variación anual;2021;49,40
18 Ceuta;A otra Comunidad Autónoma;Pernoctaciones;Variación anual;2020;-42,12
18 Ceuta;A otra Comunidad Autónoma;Pernoctaciones;Variación anual;2019;3,20
18 Ceuta;A otra Comunidad Autónoma;Pernoctaciones;Variación anual;2018;-13,77
18 Ceuta;A otra Comunidad Autónoma;Pernoctaciones;Variación anual;2017;-0,16
18 Ceuta;A otra Comunidad Autónoma;Pernoctaciones;Variación anual;2016;-4,34
18 Ceuta;A otra Comunidad Autónoma;Pernoctaciones;Variación anual;2015;""
18 Ceuta;A otra Comunidad Autónoma;Gasto total;Valor absoluto;2021;53.960,19
18 Ceuta;A otra Comunidad Autónoma;Gasto total;Valor absoluto;2020;34.972,81
18 Ceuta;A otra Comunidad Autónoma;Gasto total;Valor absoluto;2019;58.761,50
18 Ceuta;A otra Comunidad Autónoma;Gasto total;Valor absoluto;2018;54.736,92
18 Ceuta;A otra Comunidad Autónoma;Gasto total;Valor absoluto;2017;58.319,11
18 Ceuta;A otra Comunidad Autónoma;Gasto total;Valor absoluto;2016;61.996,02
18 Ceuta;A otra Comunidad Autónoma;Gasto total;Valor absoluto;2015;65.324,80
18 Ceuta;A otra Comunidad Autónoma;Gasto total;Distribución porcentual;2021;100,00
18 Ceuta;A otra Comunidad Autónoma;Gasto total;Distribución porcentual;2020;100,00
18 Ceuta;A otra Comunidad Autónoma;Gasto total;Distribución porcentual;2019;100,00
18 Ceuta;A otra Comunidad Autónoma;Gasto total;Distribución porcentual;2018;100,00
18 Ceuta;A otra Comunidad Autónoma;Gasto total;Distribución porcentual;2017;100,00
18 Ceuta;A otra Comunidad Autónoma;Gasto total;Distribución porcentual;2016;100,00
18 Ceuta;A otra Comunidad Autónoma;Gasto total;Distribución porcentual;2015;100,00
18 Ceuta;A otra Comunidad Autónoma;Gasto total;Variación anual;2021;54,29
18 Ceuta;A otra Comunidad Autónoma;Gasto total;Variación anual;2020;-40,48
18 Ceuta;A otra Comunidad Autónoma;Gasto total;Variación anual;2019;7,35
18 Ceuta;A otra Comunidad Autónoma;Gasto total;Variación anual;2018;-6,14
18 Ceuta;A otra Comunidad Autónoma;Gasto total;Variación anual;2017;-5,93
18 Ceuta;A otra Comunidad Autónoma;Gasto total;Variación anual;2016;-5,10
18 Ceuta;A otra Comunidad Autónoma;Gasto total;Variación anual;2015;""
18 Ceuta;A otra Comunidad Autónoma;Gasto medio por persona;Valor absoluto;2021;298,47
18 Ceuta;A otra Comunidad Autónoma;Gasto medio por persona;Valor absoluto;2020;347,04
18 Ceuta;A otra Comunidad Autónoma;Gasto medio por persona;Valor absoluto;2019;278,72
18 Ceuta;A otra Comunidad Autónoma;Gasto medio por persona;Valor absoluto;2018;271,42
18 Ceuta;A otra Comunidad Autónoma;Gasto medio por persona;Valor absoluto;2017;271,88
18 Ceuta;A otra Comunidad Autónoma;Gasto medio por persona;Valor absoluto;2016;231,98
18 Ceuta;A otra Comunidad Autónoma;Gasto medio por persona;Valor absoluto;2015;270,19
18 Ceuta;A otra Comunidad Autónoma;Gasto medio por persona;Distribución porcentual;2021;""
18 Ceuta;A otra Comunidad Autónoma;Gasto medio por persona;Distribución porcentual;2020;""
18 Ceuta;A otra Comunidad Autónoma;Gasto medio por persona;Distribución porcentual;2019;""
18 Ceuta;A otra Comunidad Autónoma;Gasto medio por persona;Distribución porcentual;2018;""
18 Ceuta;A otra Comunidad Autónoma;Gasto medio por persona;Distribución porcentual;2017;""
18 Ceuta;A otra Comunidad Autónoma;Gasto medio por persona;Distribución porcentual;2016;""
18 Ceuta;A otra Comunidad Autónoma;Gasto medio por persona;Distribución porcentual;2015;""
18 Ceuta;A otra Comunidad Autónoma;Gasto medio por persona;Variación anual;2021;-13,99
18 Ceuta;A otra Comunidad Autónoma;Gasto medio por persona;Variación anual;2020;24,51
18 Ceuta;A otra Comunidad Autónoma;Gasto medio por persona;Variación anual;2019;2,69
18 Ceuta;A otra Comunidad Autónoma;Gasto medio por persona;Variación anual;2018;-0,17
18 Ceuta;A otra Comunidad Autónoma;Gasto medio por persona;Variación anual;2017;17,20
18 Ceuta;A otra Comunidad Autónoma;Gasto medio por persona;Variación anual;2016;-14,14
18 Ceuta;A otra Comunidad Autónoma;Gasto medio por persona;Variación anual;2015;""
18 Ceuta;A otra Comunidad Autónoma;Gasto medio diario por persona;Valor absoluto;2021;55,73
18 Ceuta;A otra Comunidad Autónoma;Gasto medio diario por persona;Valor absoluto;2020;53,96
18 Ceuta;A otra Comunidad Autónoma;Gasto medio diario por persona;Valor absoluto;2019;52,48
18 Ceuta;A otra Comunidad Autónoma;Gasto medio diario por persona;Valor absoluto;2018;50,45
18 Ceuta;A otra Comunidad Autónoma;Gasto medio diario por persona;Valor absoluto;2017;46,35
18 Ceuta;A otra Comunidad Autónoma;Gasto medio diario por persona;Valor absoluto;2016;49,19
18 Ceuta;A otra Comunidad Autónoma;Gasto medio diario por persona;Valor absoluto;2015;49,58
18 Ceuta;A otra Comunidad Autónoma;Gasto medio diario por persona;Distribución porcentual;2021;""
18 Ceuta;A otra Comunidad Autónoma;Gasto medio diario por persona;Distribución porcentual;2020;""
18 Ceuta;A otra Comunidad Autónoma;Gasto medio diario por persona;Distribución porcentual;2019;""
18 Ceuta;A otra Comunidad Autónoma;Gasto medio diario por persona;Distribución porcentual;2018;""
18 Ceuta;A otra Comunidad Autónoma;Gasto medio diario por persona;Distribución porcentual;2017;""
18 Ceuta;A otra Comunidad Autónoma;Gasto medio diario por persona;Distribución porcentual;2016;""
18 Ceuta;A otra Comunidad Autónoma;Gasto medio diario por persona;Distribución porcentual;2015;""
18 Ceuta;A otra Comunidad Autónoma;Gasto medio diario por persona;Variación anual;2021;3,28
18 Ceuta;A otra Comunidad Autónoma;Gasto medio diario por persona;Variación anual;2020;2,83
18 Ceuta;A otra Comunidad Autónoma;Gasto medio diario por persona;Variación anual;2019;4,03
18 Ceuta;A otra Comunidad Autónoma;Gasto medio diario por persona;Variación anual;2018;8,85
18 Ceuta;A otra Comunidad Autónoma;Gasto medio diario por persona;Variación anual;2017;-5,78
18 Ceuta;A otra Comunidad Autónoma;Gasto medio diario por persona;Variación anual;2016;-0,79
18 Ceuta;A otra Comunidad Autónoma;Gasto medio diario por persona;Variación anual;2015;""
19 Melilla;España;Viajes;Valor absoluto;2021;136.695
19 Melilla;España;Viajes;Valor absoluto;2020;78.893
19 Melilla;España;Viajes;Valor absoluto;2019;144.199
19 Melilla;España;Viajes;Valor absoluto;2018;169.225
19 Melilla;España;Viajes;Valor absoluto;2017;159.182
19 Melilla;España;Viajes;Valor absoluto;2016;163.516
19 Melilla;España;Viajes;Valor absoluto;2015;151.432
19 Melilla;España;Viajes;Distribución porcentual;2021;100,0
19 Melilla;España;Viajes;Distribución porcentual;2020;100,0
19 Melilla;España;Viajes;Distribución porcentual;2019;100,0
19 Melilla;España;Viajes;Distribución porcentual;2018;100,0
19 Melilla;España;Viajes;Distribución porcentual;2017;100,0
19 Melilla;España;Viajes;Distribución porcentual;2016;100,0
19 Melilla;España;Viajes;Distribución porcentual;2015;100,0
19 Melilla;España;Viajes;Variación anual;2021;73,27
19 Melilla;España;Viajes;Variación anual;2020;-45,29
19 Melilla;España;Viajes;Variación anual;2019;-14,79
19 Melilla;España;Viajes;Variación anual;2018;6,31
19 Melilla;España;Viajes;Variación anual;2017;-2,65
19 Melilla;España;Viajes;Variación anual;2016;7,98
19 Melilla;España;Viajes;Variación anual;2015;""
19 Melilla;España;Duración media de los viajes;Valor absoluto;2021;7,21
19 Melilla;España;Duración media de los viajes;Valor absoluto;2020;7,32
19 Melilla;España;Duración media de los viajes;Valor absoluto;2019;6,65
19 Melilla;España;Duración media de los viajes;Valor absoluto;2018;6,01
19 Melilla;España;Duración media de los viajes;Valor absoluto;2017;6,93
19 Melilla;España;Duración media de los viajes;Valor absoluto;2016;7,26
19 Melilla;España;Duración media de los viajes;Valor absoluto;2015;6,03
19 Melilla;España;Duración media de los viajes;Distribución porcentual;2021;""
19 Melilla;España;Duración media de los viajes;Distribución porcentual;2020;""
19 Melilla;España;Duración media de los viajes;Distribución porcentual;2019;""
19 Melilla;España;Duración media de los viajes;Distribución porcentual;2018;""
19 Melilla;España;Duración media de los viajes;Distribución porcentual;2017;""
19 Melilla;España;Duración media de los viajes;Distribución porcentual;2016;""
19 Melilla;España;Duración media de los viajes;Distribución porcentual;2015;""
19 Melilla;España;Duración media de los viajes;Variación anual;2021;-1,59
19 Melilla;España;Duración media de los viajes;Variación anual;2020;10,15
19 Melilla;España;Duración media de los viajes;Variación anual;2019;10,59
19 Melilla;España;Duración media de los viajes;Variación anual;2018;-13,27
19 Melilla;España;Duración media de los viajes;Variación anual;2017;-4,50
19 Melilla;España;Duración media de los viajes;Variación anual;2016;20,40
19 Melilla;España;Duración media de los viajes;Variación anual;2015;""
19 Melilla;España;Pernoctaciones;Valor absoluto;2021;985.348
19 Melilla;España;Pernoctaciones;Valor absoluto;2020;577.883
19 Melilla;España;Pernoctaciones;Valor absoluto;2019;958.886
19 Melilla;España;Pernoctaciones;Valor absoluto;2018;1.017.559
19 Melilla;España;Pernoctaciones;Valor absoluto;2017;1.103.571
19 Melilla;España;Pernoctaciones;Valor absoluto;2016;1.187.071
19 Melilla;España;Pernoctaciones;Valor absoluto;2015;913.070
19 Melilla;España;Pernoctaciones;Distribución porcentual;2021;100,0
19 Melilla;España;Pernoctaciones;Distribución porcentual;2020;100,0
19 Melilla;España;Pernoctaciones;Distribución porcentual;2019;100,0
19 Melilla;España;Pernoctaciones;Distribución porcentual;2018;100,0
19 Melilla;España;Pernoctaciones;Distribución porcentual;2017;100,0
19 Melilla;España;Pernoctaciones;Distribución porcentual;2016;100,0
19 Melilla;España;Pernoctaciones;Distribución porcentual;2015;100,0
19 Melilla;España;Pernoctaciones;Variación anual;2021;70,51
19 Melilla;España;Pernoctaciones;Variación anual;2020;-39,73
19 Melilla;España;Pernoctaciones;Variación anual;2019;-5,77
19 Melilla;España;Pernoctaciones;Variación anual;2018;-7,79
19 Melilla;España;Pernoctaciones;Variación anual;2017;-7,03
19 Melilla;España;Pernoctaciones;Variación anual;2016;30,01
19 Melilla;España;Pernoctaciones;Variación anual;2015;""
19 Melilla;España;Gasto total;Valor absoluto;2021;59.983,48
19 Melilla;España;Gasto total;Valor absoluto;2020;31.218,36
19 Melilla;España;Gasto total;Valor absoluto;2019;58.839,49
19 Melilla;España;Gasto total;Valor absoluto;2018;65.507,50
19 Melilla;España;Gasto total;Valor absoluto;2017;65.898,23
19 Melilla;España;Gasto total;Valor absoluto;2016;67.932,07
19 Melilla;España;Gasto total;Valor absoluto;2015;53.929,81
19 Melilla;España;Gasto total;Distribución porcentual;2021;100,00
19 Melilla;España;Gasto total;Distribución porcentual;2020;100,00
19 Melilla;España;Gasto total;Distribución porcentual;2019;100,00
19 Melilla;España;Gasto total;Distribución porcentual;2018;100,00
19 Melilla;España;Gasto total;Distribución porcentual;2017;100,00
19 Melilla;España;Gasto total;Distribución porcentual;2016;100,00
19 Melilla;España;Gasto total;Distribución porcentual;2015;100,00
19 Melilla;España;Gasto total;Variación anual;2021;92,14
19 Melilla;España;Gasto total;Variación anual;2020;-46,94
19 Melilla;España;Gasto total;Variación anual;2019;-10,18
19 Melilla;España;Gasto total;Variación anual;2018;-0,59
19 Melilla;España;Gasto total;Variación anual;2017;-2,99
19 Melilla;España;Gasto total;Variación anual;2016;25,96
19 Melilla;España;Gasto total;Variación anual;2015;""
19 Melilla;España;Gasto medio por persona;Valor absoluto;2021;438,81
19 Melilla;España;Gasto medio por persona;Valor absoluto;2020;395,71
19 Melilla;España;Gasto medio por persona;Valor absoluto;2019;408,04
19 Melilla;España;Gasto medio por persona;Valor absoluto;2018;387,10
19 Melilla;España;Gasto medio por persona;Valor absoluto;2017;413,98
19 Melilla;España;Gasto medio por persona;Valor absoluto;2016;415,45
19 Melilla;España;Gasto medio por persona;Valor absoluto;2015;356,13
19 Melilla;España;Gasto medio por persona;Distribución porcentual;2021;""
19 Melilla;España;Gasto medio por persona;Distribución porcentual;2020;""
19 Melilla;España;Gasto medio por persona;Distribución porcentual;2019;""
19 Melilla;España;Gasto medio por persona;Distribución porcentual;2018;""
19 Melilla;España;Gasto medio por persona;Distribución porcentual;2017;""
19 Melilla;España;Gasto medio por persona;Distribución porcentual;2016;""
19 Melilla;España;Gasto medio por persona;Distribución porcentual;2015;""
19 Melilla;España;Gasto medio por persona;Variación anual;2021;10,89
19 Melilla;España;Gasto medio por persona;Variación anual;2020;-3,02
19 Melilla;España;Gasto medio por persona;Variación anual;2019;5,41
19 Melilla;España;Gasto medio por persona;Variación anual;2018;-6,49
19 Melilla;España;Gasto medio por persona;Variación anual;2017;-0,35
19 Melilla;España;Gasto medio por persona;Variación anual;2016;16,66
19 Melilla;España;Gasto medio por persona;Variación anual;2015;""
19 Melilla;España;Gasto medio diario por persona;Valor absoluto;2021;60,88
19 Melilla;España;Gasto medio diario por persona;Valor absoluto;2020;54,02
19 Melilla;España;Gasto medio diario por persona;Valor absoluto;2019;61,36
19 Melilla;España;Gasto medio diario por persona;Valor absoluto;2018;64,38
19 Melilla;España;Gasto medio diario por persona;Valor absoluto;2017;59,71
19 Melilla;España;Gasto medio diario por persona;Valor absoluto;2016;57,23
19 Melilla;España;Gasto medio diario por persona;Valor absoluto;2015;59,06
19 Melilla;España;Gasto medio diario por persona;Distribución porcentual;2021;""
19 Melilla;España;Gasto medio diario por persona;Distribución porcentual;2020;""
19 Melilla;España;Gasto medio diario por persona;Distribución porcentual;2019;""
19 Melilla;España;Gasto medio diario por persona;Distribución porcentual;2018;""
19 Melilla;España;Gasto medio diario por persona;Distribución porcentual;2017;""
19 Melilla;España;Gasto medio diario por persona;Distribución porcentual;2016;""
19 Melilla;España;Gasto medio diario por persona;Distribución porcentual;2015;""
19 Melilla;España;Gasto medio diario por persona;Variación anual;2021;12,69
19 Melilla;España;Gasto medio diario por persona;Variación anual;2020;-11,96
19 Melilla;España;Gasto medio diario por persona;Variación anual;2019;-4,68
19 Melilla;España;Gasto medio diario por persona;Variación anual;2018;7,81
19 Melilla;España;Gasto medio diario por persona;Variación anual;2017;4,35
19 Melilla;España;Gasto medio diario por persona;Variación anual;2016;-3,11
19 Melilla;España;Gasto medio diario por persona;Variación anual;2015;""
19 Melilla;Dentro de la Comunidad Autónoma;Viajes;Valor absoluto;2021;..
19 Melilla;Dentro de la Comunidad Autónoma;Viajes;Valor absoluto;2020;..
19 Melilla;Dentro de la Comunidad Autónoma;Viajes;Valor absoluto;2019;..
19 Melilla;Dentro de la Comunidad Autónoma;Viajes;Valor absoluto;2018;..
19 Melilla;Dentro de la Comunidad Autónoma;Viajes;Valor absoluto;2017;..
19 Melilla;Dentro de la Comunidad Autónoma;Viajes;Valor absoluto;2016;..
19 Melilla;Dentro de la Comunidad Autónoma;Viajes;Valor absoluto;2015;..
19 Melilla;Dentro de la Comunidad Autónoma;Viajes;Distribución porcentual;2021;..
19 Melilla;Dentro de la Comunidad Autónoma;Viajes;Distribución porcentual;2020;..
19 Melilla;Dentro de la Comunidad Autónoma;Viajes;Distribución porcentual;2019;..
19 Melilla;Dentro de la Comunidad Autónoma;Viajes;Distribución porcentual;2018;..
19 Melilla;Dentro de la Comunidad Autónoma;Viajes;Distribución porcentual;2017;..
19 Melilla;Dentro de la Comunidad Autónoma;Viajes;Distribución porcentual;2016;..
19 Melilla;Dentro de la Comunidad Autónoma;Viajes;Distribución porcentual;2015;..
19 Melilla;Dentro de la Comunidad Autónoma;Viajes;Variación anual;2021;..
19 Melilla;Dentro de la Comunidad Autónoma;Viajes;Variación anual;2020;..
19 Melilla;Dentro de la Comunidad Autónoma;Viajes;Variación anual;2019;..
19 Melilla;Dentro de la Comunidad Autónoma;Viajes;Variación anual;2018;..
19 Melilla;Dentro de la Comunidad Autónoma;Viajes;Variación anual;2017;..
19 Melilla;Dentro de la Comunidad Autónoma;Viajes;Variación anual;2016;..
19 Melilla;Dentro de la Comunidad Autónoma;Viajes;Variación anual;2015;""
19 Melilla;Dentro de la Comunidad Autónoma;Duración media de los viajes;Valor absoluto;2021;..
19 Melilla;Dentro de la Comunidad Autónoma;Duración media de los viajes;Valor absoluto;2020;..
19 Melilla;Dentro de la Comunidad Autónoma;Duración media de los viajes;Valor absoluto;2019;..
19 Melilla;Dentro de la Comunidad Autónoma;Duración media de los viajes;Valor absoluto;2018;..
19 Melilla;Dentro de la Comunidad Autónoma;Duración media de los viajes;Valor absoluto;2017;..
19 Melilla;Dentro de la Comunidad Autónoma;Duración media de los viajes;Valor absoluto;2016;..
19 Melilla;Dentro de la Comunidad Autónoma;Duración media de los viajes;Valor absoluto;2015;..
19 Melilla;Dentro de la Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2021;""
19 Melilla;Dentro de la Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2020;""
19 Melilla;Dentro de la Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2019;""
19 Melilla;Dentro de la Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2018;""
19 Melilla;Dentro de la Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2017;""
19 Melilla;Dentro de la Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2016;""
19 Melilla;Dentro de la Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2015;""
19 Melilla;Dentro de la Comunidad Autónoma;Duración media de los viajes;Variación anual;2021;..
19 Melilla;Dentro de la Comunidad Autónoma;Duración media de los viajes;Variación anual;2020;..
19 Melilla;Dentro de la Comunidad Autónoma;Duración media de los viajes;Variación anual;2019;..
19 Melilla;Dentro de la Comunidad Autónoma;Duración media de los viajes;Variación anual;2018;..
19 Melilla;Dentro de la Comunidad Autónoma;Duración media de los viajes;Variación anual;2017;..
19 Melilla;Dentro de la Comunidad Autónoma;Duración media de los viajes;Variación anual;2016;..
19 Melilla;Dentro de la Comunidad Autónoma;Duración media de los viajes;Variación anual;2015;""
19 Melilla;Dentro de la Comunidad Autónoma;Pernoctaciones;Valor absoluto;2021;..
19 Melilla;Dentro de la Comunidad Autónoma;Pernoctaciones;Valor absoluto;2020;..
19 Melilla;Dentro de la Comunidad Autónoma;Pernoctaciones;Valor absoluto;2019;..
19 Melilla;Dentro de la Comunidad Autónoma;Pernoctaciones;Valor absoluto;2018;..
19 Melilla;Dentro de la Comunidad Autónoma;Pernoctaciones;Valor absoluto;2017;..
19 Melilla;Dentro de la Comunidad Autónoma;Pernoctaciones;Valor absoluto;2016;..
19 Melilla;Dentro de la Comunidad Autónoma;Pernoctaciones;Valor absoluto;2015;..
19 Melilla;Dentro de la Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2021;..
19 Melilla;Dentro de la Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2020;..
19 Melilla;Dentro de la Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2019;..
19 Melilla;Dentro de la Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2018;..
